Co2 排放量,人口总数集,GDP,记录数,互联网使用率,人口 0-14,人口 15-64,人口 65+,人口总数,人均医疗费用,入境旅游,出境旅游,出生率,办税小时数,区域,医疗费用 % Gdp,国家/地区,城市人口,女性预期寿命,年份,开业天数,手机使用率,新生儿死亡率,男性预期寿命,经商便利度,能源使用,营业税税率,贷款利率
39494,1.001,,1,.43,.179,.706,.116,,360,,,.01,,欧洲,.06,斯洛伐克,.559,78,2003/12/1,103,.68,.009,70,,18639,,.085
15500,1,,1,.32,.147,.703,.15,,1263,,,.009,,欧洲,.09,斯洛文尼亚,.507,81,2003/12/1,60,.87,.004,73,,6912,,.108
321097,1.001,,1,.4,.145,.687,.169,,1730,,,.01,,欧洲,.08,西班牙,.768,83,2003/12/1,114,.89,.005,76,,133196,,
54781,1,,1,.79,.179,.649,.172,,3277,,,.011,,欧洲,.09,瑞典,.842,82,2003/12/1,16,.98,.003,78,,50618,,.048
40205,1,,1,.65,.168,.676,.156,,5002,,,.01,,欧洲,.11,瑞士,.734,83,2003/12/1,20,.85,.004,78,,25996,,.033
218509,1,,1,.12,.293,.643,.064,,232,,,.02,,欧洲,.05,土耳其,.666,75,2003/12/1,38,.42,.029,68,,77833,,
352259,.999,,1,.03,.156,.693,.15,,73,,,.009,,欧洲,.07,乌克兰,.674,74,2003/12/1,40,.14,.014,63,,144641,,.179
540640,1,,1,.65,.183,.658,.159,,2444,,,.012,,欧洲,.08,英国,.793,81,2003/12/1,13,.91,.005,76,,222080,,.037
16468,1,,1,.22,.294,.683,.023,,536,,,.02,,中东,.04,巴林,.884,76,2003/12/1,,.57,.01,74,,6752,,.083
418859,1,,1,.07,.289,.664,.047,,97,,,.018,,中东,.05,伊朗,.662,72,2003/12/1,29,.05,.024,70,,142649,,
91118,1,,1,.01,.422,.543,.035,,16,,,.035,,中东,.04,伊拉克,.687,73,2003/12/1,,0,.034,68,,27086,,
65122,1,,1,.2,.28,.62,.1,,1364,,,.022,,中东,.08,以色列,.914,82,2003/12/1,20,1.04,.005,78,,19730,,.106
17470,1,,1,.09,.387,.582,.031,,187,,,.03,,中东,.09,约旦,.806,74,2003/12/1,79,.27,.022,71,,5176,,.093
61657,1,,1,.22,.256,.71,.034,,728,,,.022,,中东,.03,科威特,.982,75,2003/12/1,35,.67,.01,73,,22001,,.054
18221,1,,1,.08,.284,.643,.073,,498,,,.016,,中东,.09,黎巴嫩,.863,78,2003/12/1,46,.22,.014,74,,5220,,.134
32391,1.001,,1,.07,.364,.612,.025,,294,,,.022,,中东,.03,阿曼,.715,76,2003/12/1,35,.25,.012,72,,9350,,.082
36157,1,,1,.19,.269,.716,.015,,1476,,,.017,,中东,.04,卡塔尔,.969,78,2003/12/1,,.57,.01,76,,14185,,
327272,1,,1,.08,.359,.608,.033,,384,,,.024,,中东,.04,沙特阿拉伯,.805,75,2003/12/1,74,.32,.018,72,,121382,,
54286,1,,1,.03,.396,.57,.034,,60,,,.028,,中东,.05,叙利亚,.53,76,2003/12/1,43,.07,.018,72,,16543,,.075
106842,1,,1,.3,.234,.756,.01,,968,,,.016,,中东,.03,阿拉伯联合酋长国,.815,76,2003/12/1,19,.88,.009,74,,40190,,
17305,1,,1,.01,.47,.503,.027,,35,,,.037,,中东,.05,也门,.278,63,2003/12/1,72,.04,.061,60,,5667,,.18
,,,1,,,,,,,,,,,大洋洲,,美属萨摩亚,.883,,2003/12/1,,.04,,,,,,
346476,1,,1,,.202,.671,.127,,2323,,,.013,,大洋洲,.08,澳大利亚,.877,83,2003/12/1,3,.72,.005,78,,110814,,.084
862,1,,1,.07,.324,.638,.038,,95,,,.024,,大洋洲,.03,斐济,.491,71,2003/12/1,45,.13,.02,66,,,,.076
799,.999,,1,.14,.294,.659,.046,,,,,.019,,大洋洲,,法属波利尼西亚,.56,76,2003/12/1,,.24,,71,,,,
,1,,1,.34,.3,.64,.06,,,,,.02,,大洋洲,,关岛,.934,79,2003/12/1,,.51,,74,,,,
40,1,,1,.03,.383,.582,.035,,103,,,.026,,大洋洲,.1,基里巴斯,.435,69,2003/12/1,21,.01,.051,63,,,,
84,,,1,.03,,,,,411,,,,,大洋洲,.17,马绍尔群岛,.693,,2003/12/1,17,.01,.033,,,,,
147,1,,1,.09,.393,.568,.039,,218,,,.028,,大洋洲,.1,密克罗尼西亚联邦,.223,68,2003/12/1,16,.06,.039,67,,,,.15
2750,1,,1,.26,.278,.659,.063,,,,,.018,,大洋洲,,新喀里多尼亚,.629,79,2003/12/1,,.44,,72,,,,
33938,1.001,,1,.61,.221,.661,.119,,1602,,,.014,,大洋洲,.08,新西兰,.86,81,2003/12/1,12,.65,.006,77,,16847,,.07
3968,1,,1,.01,.401,.573,.026,,25,,,.034,,大洋洲,.04,巴布亚新几内亚,.131,62,2003/12/1,51,0,.057,58,,,,.134
150,1,,1,.03,.401,.552,.047,,93,,,.03,,大洋洲,.05,萨摩亚,.217,74,2003/12/1,42,.06,.017,67,,,,.113
180,1,,1,.01,.415,.556,.029,,45,,,.035,,大洋洲,.06,所罗门群岛,.17,66,2003/12/1,56,0,.029,63,,,,.147
176,1.001,,1,.03,.382,.559,.06,,106,,,.029,,大洋洲,.05,汤加,.231,74,2003/12/1,32,.11,.014,69,,,,.113
81,1,,1,.04,.404,.564,.032,,58,,,.031,,大洋洲,.04,瓦努阿图,.225,71,2003/12/1,39,.04,.018,67,,,,.059
389,.999,,1,.17,.288,.64,.071,,457,,,.019,,美洲,.04,安提瓜和巴布达,.305,77,2003/12/1,,.57,.012,72,,,,.128
133127,1,,1,.12,.27,.629,.101,,280,,,.018,,美洲,.08,阿根廷,.897,78,2003/12/1,66,.21,.017,71,,59047,,.191
2255,1,,1,.21,.221,.698,.081,,,,,.013,,美洲,,阿鲁巴,.456,76,2003/12/1,,.72,,72,,,,.115
1518,1,,1,.2,.271,.67,.059,,1237,,,.016,,美洲,.06,巴哈马,.822,76,2003/12/1,,.39,.013,70,,,,.06
1269,1,,1,.4,.211,.677,.112,,702,,,.013,,美洲,.07,巴巴多斯,.333,76,2003/12/1,,.52,.015,71,,,,.085
374,1,,1,,.388,.57,.042,,174,,,.028,,美洲,.05,伯利兹,.469,75,2003/12/1,,.23,.019,68,,,,.143
510,,,1,.57,,,,,,,,.013,,美洲,,百慕大,1,81,2003/12/1,,.63,,76,,,,
14129,1,,1,.04,.39,.567,.043,,50,,,.03,,美洲,.06,玻利维亚,.633,66,2003/12/1,60,.14,.049,62,,3688,,.177
321622,1,,1,.13,.283,.658,.059,,214,,,.019,,美洲,.07,巴西,.822,75,2003/12/1,152,.26,.024,67,,198976,,.671
553185,1.001,,1,.64,.183,.689,.129,,2680,,,.011,,美洲,.1,加拿大,.8,82,2003/12/1,3,.42,.005,77,,262038,,.047
480,,,1,,,,,,,,,,,美洲,,开曼群岛,1,,2003/12/1,,.46,,,,,,
55078,1,,1,.26,.261,.662,.077,,338,,,.016,,美洲,.07,智利,.869,81,2003/12/1,27,.45,.008,75,,25833,,.062
57422,1,,1,.07,.316,.635,.049,,134,,,.022,,美洲,.06,哥伦比亚,.73,76,2003/12/1,60,.15,.02,68,,25736,,.152
6626,1,,1,.2,.293,.65,.057,,343,,,.018,,美洲,.08,哥斯达黎加,.631,81,2003/12/1,77,.19,.009,76,,3297,,.256
25486,1,,1,.05,.204,.691,.105,,202,,,.012,,美洲,.06,古巴,.759,79,2003/12/1,,0,.006,75,,11662,,
,.999,,1,,.225,.66,.114,,,,,,,美洲,,库拉索,.908,,2003/12/1,,,,,,,,
114,,,1,.24,,,,,240,,,,,美洲,.05,多米尼克,.66,,2003/12/1,,.34,.013,,,,,.115
21888,1,,1,.08,.338,.607,.055,,143,,,.024,,美洲,.07,多米尼加共和国,.646,74,2003/12/1,77,.23,.031,68,,7479,,.314
26523,1,,1,.05,.334,.612,.054,,164,,,.024,,美洲,.07,厄瓜多尔,.613,77,2003/12/1,92,.18,.026,71,,9712,,.136
6553,1,,1,.03,.369,.572,.059,,182,,,.022,,美洲,.07,萨尔瓦多,.606,75,2003/12/1,115,.19,.023,66,,4418,,
532,,,1,.55,,,,,,,,.016,,美洲,,格陵兰,.823,71,2003/12/1,,.52,,66,,,,
216,.999,,1,.19,.319,.603,.077,,359,,,.019,,美洲,.06,格林纳达,.36,73,2003/12/1,,.41,.013,69,,,,.12
10502,1,,1,.05,.436,.522,.042,,116,,,.035,,美洲,.06,危地马拉,.463,73,2003/12/1,39,.17,.036,66,,7436,,.15
1566,1,,1,,.36,.599,.041,,55,,,.022,,美洲,.06,圭亚那,.284,68,2003/12/1,,.18,.037,61,,,,.15
1734,1,,1,.02,.389,.57,.041,,17,,,.03,,美洲,.05,海地,.406,60,2003/12/1,202,.04,.069,57,,2218,,.442
6769,1,,1,.05,.409,.55,.041,,103,,,.03,,美洲,.08,洪都拉斯,.472,74,2003/12/1,62,.06,.028,69,,3647,,.208
10722,1,,1,.08,.318,.606,.076,,162,,,.017,,美洲,.05,牙买加,.524,74,2003/12/1,31,.6,.019,68,,3728,,.189
405633,.999,,1,.13,.33,.618,.051,,397,,,.023,,美洲,.06,墨西哥,.757,78,2003/12/1,58,.28,.018,73,,153665,,.07
4411,1,,1,.02,.391,.57,.039,,61,,,.026,,美洲,.06,尼加拉瓜,.555,74,2003/12/1,46,.09,.029,68,,2758,,.155
6153,1,,1,.1,.313,.629,.058,,303,,,.023,,美洲,.08,巴拿马,.631,78,2003/12/1,18,.21,.02,73,,2649,,.099
4070,1,,1,.02,.368,.586,.046,,71,,,.027,,美洲,.06,巴拉圭,.569,73,2003/12/1,74,.31,.025,69,,3965,,.5
26380,1,,1,.12,.328,.62,.052,,102,,,.023,,美洲,.05,秘鲁,.742,74,2003/12/1,98,.11,.025,69,,11638,,.21
,.999,,1,.2,.227,.654,.118,,,,,.013,,美洲,,波多黎各,.942,82,2003/12/1,7,.45,,74,,,,
,,,1,,,,,,,,,,,美洲,,圣马丁（荷属）,1,,2003/12/1,,,,,,,,
220,,,1,.23,,,,,359,,,,,美洲,.04,圣基茨和尼维斯,.323,,2003/12/1,,.46,.012,,,,,.122
359,1,,1,.21,.3,.628,.072,,299,,,.018,,美洲,.06,圣卢西亚,.252,74,2003/12/1,,.61,.015,70,,,,.15
,,,1,,,,,,,,,.017,,美洲,,圣马丁（法属）,,81,2003/12/1,,,,74,,,,
194,1,,1,.07,.296,.632,.072,,174,,,.019,,美洲,.04,圣文森特和格林纳丁斯,.463,73,2003/12/1,,.58,.019,69,,,,.118
2241,.999,,1,.05,.301,.639,.059,,173,,,.021,,美洲,.07,苏里南,.667,72,2003/12/1,,.35,.028,65,,,,.21
27697,1,,1,.26,.23,.701,.069,,449,,,.015,,美洲,.05,特立尼达和多巴哥,.102,73,2003/12/1,,.26,.025,65,,13541,,.112
103,,,1,,,,,,,,,,,美洲,,特克斯和凯科斯群岛,.866,,2003/12/1,,,,,,,,
5681664,1.001,,1,.62,.209,.669,.123,,5993,,,.014,,美洲,.16,美国,.796,80,2003/12/1,6,.55,.007,75,,2261151,,.041
4598,1.001,,1,.16,.242,.625,.134,,351,,,.016,,美洲,.1,乌拉圭,.928,79,2003/12/1,45,.15,.013,72,,2523,,.589
192103,1,,1,.08,.322,.63,.048,,190,,,.023,,美洲,.06,委内瑞拉,.885,76,2003/12/1,141,.27,.017,70,,52881,,.252
,1,,1,.27,.238,.666,.096,,,,,.014,,美洲,,维尔京群岛（美属）,.933,81,2003/12/1,,.46,,75,,,,
89493,1,,1,.05,.297,.66,.043,,90,,,.02,,非洲,.04,阿尔及利亚,.631,71,2004/12/1,25,.15,.03,68,,30974,,.08
18793,1,,1,.01,.477,.498,.025,,63,,,.05,,非洲,.05,安哥拉,.354,49,2004/12/1,119,.05,.123,47,,9676,,.823
2512,1,,1,.01,.447,.525,.028,,23,,,.041,,非洲,.05,贝宁,.396,58,2004/12/1,31,.06,.078,55,,2491,,
4378,1.001,,1,.03,.362,.607,.032,,268,,,.026,,非洲,.05,博茨瓦纳,.548,48,2004/12/1,107,.28,.046,47,,1857,,.158
1104,1,,1,0,.466,.508,.026,,24,,,.045,,非洲,.06,布基纳法索,.208,53,2004/12/1,40,.03,.089,51,,,,
198,1.001,,1,0,.461,.512,.028,,9,,,.043,,非洲,.1,布隆迪,.091,51,2004/12/1,13,.01,.079,48,,,,.183
3957,1,,1,.01,.445,.522,.033,,41,,,.041,,非洲,.05,喀麦隆,.479,53,2004/12/1,45,.09,.081,51,,6959,,.18
213,1,,1,0,.42,.54,.04,,14,,,.038,,非洲,.04,中非共和国,.38,46,2004/12/1,22,.02,.111,43,,,,.18
378,1,,1,0,.492,.481,.027,,23,,,.05,,非洲,.05,乍得,.218,48,2004/12/1,64,.01,.102,47,,,,.18
103,1,,1,.01,.414,.556,.03,,25,,,.039,,非洲,.04,科摩罗,.279,60,2004/12/1,,.01,.071,57,,34,,.11
1936,1,,1,0,.463,.509,.028,,7,,,.046,,非洲,.05,刚果（金）,.37,49,2004/12/1,133,.04,.108,46,,19231,,
1181,1,,1,.01,.422,.543,.035,,34,,,.039,,非洲,.03,刚果（布）,.605,55,2004/12/1,37,.11,.066,52,,1020,,.18
7664,1,,1,.01,.423,.548,.029,,50,,,.037,,非洲,.06,科特迪瓦,.462,48,2004/12/1,58,.1,.091,46,,9302,,
458,1,,1,.01,.381,.586,.033,,57,,,.029,,非洲,.07,吉布提,.767,59,2004/12/1,,.05,.073,56,,133,,.112
150912,1,,1,.12,.33,.616,.054,,57,,,.024,,非洲,.05,埃及,.43,72,2004/12/1,37,.11,.027,67,,53536,,.134
5218,1,,1,.01,.41,.557,.033,,191,,,.038,,非洲,.02,赤道几内亚,.388,50,2004/12/1,,.11,.089,47,,762,,.18
770,1,,1,,.44,.541,.019,,7,,,.04,,非洲,.03,厄立特里亚,.186,60,2004/12/1,91,0,.049,56,,744,,
5244,1,,1,0,.464,.505,.031,,6,,,.04,,非洲,.04,埃塞俄比亚,.155,56,2004/12/1,34,0,.074,55,,28377,,.07
1767,1,,1,.03,.397,.546,.057,,180,,,.033,,非洲,.03,加蓬,.828,61,2004/12/1,,.36,.052,59,,1629,,.18
323,1.001,,1,.03,.46,.515,.026,,18,,,.044,,非洲,.04,冈比亚,.515,58,2004/12/1,,.13,.058,55,,108,,.365
7349,.999,,1,.02,.404,.562,.033,,26,,,.034,,非洲,.06,加纳,.466,59,2004/12/1,22,.08,.059,57,,8267,,
1342,1,,1,.01,.437,.53,.033,,20,,,.04,,非洲,.05,几内亚,.324,52,2004/12/1,40,.02,.088,52,,,,
202,.999,,1,.02,.43,.54,.029,,20,,,.04,,非洲,.05,几内亚比绍,.4,53,2004/12/1,,.03,.099,51,,86,,
7624,.999,,1,.03,.429,.543,.027,,20,,,.039,,非洲,.04,肯尼亚,.213,55,2004/12/1,47,.07,.063,53,,15552,,.125
,.999,,1,.02,.4,.553,.046,,45,,,.029,,非洲,.07,莱索托,.217,44,2004/12/1,93,.1,.084,43,,28,,.124
627,1,,1,0,.433,.537,.03,,13,,,.041,,非洲,.09,利比里亚,.457,55,2004/12/1,,.03,.09,53,,,,.181
50359,1,,1,.04,.31,.648,.042,,205,,,.023,,非洲,.04,利比亚,.768,75,2004/12/1,,.09,.021,72,,17796,,.061
1808,.999,,1,.01,.45,.52,.029,,12,,,.038,,非洲,.05,马达加斯加,.282,62,2004/12/1,44,.02,.058,59,,,,.255
975,.999,,1,0,.461,.508,.03,,16,,,.043,,非洲,.08,马拉维,.15,48,2004/12/1,39,.02,.078,48,,,,.368
565,.999,,1,0,.462,.506,.031,,27,,,.048,,非洲,.06,马里,.313,51,2004/12/1,41,.04,.101,51,,,,
1632,1.001,,1,.01,.418,.551,.032,,28,,,.037,,非洲,.06,毛里塔尼亚,.524,62,2004/12/1,82,.17,.075,59,,,,.21
3194,1,,1,.14,.246,.689,.065,,227,,,.016,,非洲,.04,毛里求斯,.418,76,2004/12/1,46,.45,.014,69,,1019,,.21
43311,.999,,1,.12,.314,.636,.049,,99,,,.02,,非洲,.05,摩洛哥,.546,71,2004/12/1,12,.31,.037,67,,12221,,.115
1922,1,,1,.01,.446,.522,.032,,16,,,.044,,非洲,.06,莫桑比克,.298,49,2004/12/1,153,.04,.095,46,,8375,,.221
1962,1,,1,.04,.4,.567,.033,,213,,,.03,,非洲,.07,纳米比亚,.357,57,2004/12/1,85,.14,.048,53,,1163,,.114
964,1,,1,0,.488,.487,.025,,16,,,.052,,非洲,.07,尼日尔,.166,53,2004/12/1,35,.01,.086,53,,,,
97047,1,,1,.01,.435,.538,.027,,45,,,.043,,非洲,.07,尼日利亚,.382,49,2004/12/1,36,.07,.1,48,,101751,,.192
689,1,,1,0,.446,.528,.026,,13,,,.039,,非洲,.06,卢旺达,.184,55,2004/12/1,18,.02,.075,52,,,,.165
73,.999,,1,.13,.422,.537,.04,,79,,,.038,,非洲,.11,圣多美和普林西比,.571,66,2004/12/1,192,.05,.05,62,,38,,.298
5280,1.001,,1,.04,.443,.526,.032,,42,,,.039,,非洲,.06,塞内加尔,.409,62,2004/12/1,59,.1,.059,58,,2736,,
744,.999,,1,.24,.25,.673,.076,,421,,,.017,,非洲,.04,塞舌尔群岛,.508,76,2004/12/1,,.63,.012,69,,256,,.1
642,1,,1,0,.427,.549,.024,,45,,,.042,,非洲,.15,塞拉利昂,.366,42,2004/12/1,26,,.13,41,,,,.221
576,1,,1,.01,.477,.494,.029,,,,,.047,,非洲,,索马里,.348,54,2004/12/1,,.06,.105,51,,,,
427132,1.001,,1,.08,.312,.647,.042,,410,,,.023,,非洲,.09,南非,.59,53,2004/12/1,38,.44,.052,51,,128722,,.113
,1,,1,,.442,.526,.032,,,,,.04,,非洲,,南苏丹,.17,52,2004/12/1,,,.091,50,,,,
11382,.999,,1,.01,.433,.536,.03,,29,,,.038,,非洲,.04,苏丹,.327,61,2004/12/1,39,.03,.063,58,,14769,,
1030,1,,1,.03,.424,.545,.031,,130,,,.032,,非洲,.06,斯威士兰,.222,46,2004/12/1,,.13,.082,46,,406,,.113
4353,1,,1,.01,.446,.524,.03,,12,,,.042,,非洲,.03,坦桑尼亚,.242,53,2004/12/1,28,.05,.061,52,,16198,,.141
1397,1,,1,.02,.431,.541,.028,,21,,,.038,,非洲,.06,多哥,.347,55,2004/12/1,65,.06,.07,53,,2327,,
22446,1,,1,.09,.265,.669,.066,,179,,,.017,,非洲,.06,突尼斯,.649,75,2004/12/1,11,.38,.021,71,,8463,,
1852,1,,1,.01,.494,.481,.025,,24,,,.047,,非洲,.08,乌干达,.128,52,2004/12/1,34,.04,.073,52,,,,.206
2131,1,,1,.02,.466,.507,.027,,33,,,.044,,非洲,.07,赞比亚,.362,46,2004/12/1,35,.04,.081,45,,7005,,.307
9927,1,,1,.07,.415,.549,.036,,,,,.032,,非洲,,津巴布韦,.343,43,2004/12/1,97,.03,.058,44,,9269,,2.789
733,1,,1,0,.494,.486,.02,,19,,,.046,,亚洲,.1,阿富汗,.226,58,2004/12/1,9,.03,.086,55,,,,
3645,1,,1,.05,.225,.66,.115,,65,,,.014,,亚洲,.06,亚美尼亚,.642,76,2004/12/1,18,.07,.022,70,,2095,,.186
32090,1.001,,1,,.27,.667,.064,,81,,,.016,,亚洲,.08,阿塞拜疆,.522,71,2004/12/1,121,.17,.047,66,,12786,,.157
39750,.999,,1,0,.348,.609,.042,,12,,,.024,,亚洲,.03,孟加拉国,.261,68,2004/12/1,50,.02,.053,67,,22554,,.148
308,1,,1,.03,.352,.608,.04,,49,,,.024,,亚洲,.04,不丹,.298,63,2004/12/1,62,.03,.048,63,,180,,.15
5361,1,,1,.3,.292,.677,.031,,658,,,.02,,亚洲,.03,文莱,.731,79,2004/12/1,,.56,.008,75,,2296,,.055
2446,1.001,,1,0,.37,.588,.043,,29,,,.026,,亚洲,.07,柬埔寨,.191,69,2004/12/1,94,.07,.057,63,,3389,,
5288166,1,,1,.07,.214,.711,.075,,70,,,.012,,亚洲,.05,中国,.411,75,2004/12/1,48,.26,.022,73,,1639854,,.056
4323,1,,1,.04,.19,.667,.143,,97,,,.012,,亚洲,.09,格鲁吉亚,.524,76,2004/12/1,25,.19,.024,69,,2781,,.221
38415,.999,,1,.56,.148,.732,.119,,,,,.007,,亚洲,,中国香港特别行政区,1,85,2004/12/1,11,1.19,,79,,12808,,.05
1348525,.999,,1,.02,.326,.627,.046,,29,,,.024,,亚洲,.05,印度,.289,65,2004/12/1,89,.05,.058,62,,519165,,.109
337635,.999,,1,.03,.3,.651,.048,,27,,,.021,,亚洲,.02,印度尼西亚,.451,71,2004/12/1,151,.14,.035,67,,176238,,.141
1259655,1,,1,.62,.139,.668,.193,,2914,,,.009,,亚洲,.08,日本,.846,86,2004/12/1,31,.72,.003,79,,522488,,.018
172158,1.001,,1,.03,.251,.674,.076,,114,,,.018,,亚洲,.04,哈萨克斯坦,.549,72,2004/12/1,26,.16,.03,60,,50717,,
79482,.999,,1,,.25,.678,.071,,,,,.016,,亚洲,,朝鲜,.597,72,2004/12/1,,,.028,64,,20494,,
482277,1.001,,1,.73,.196,.716,.089,,784,,,.01,,亚洲,.05,韩国,.81,81,2004/12/1,17,.78,.005,75,,208284,,.059
5699,1,,1,.05,.319,.624,.057,,25,,,.022,,亚洲,.06,吉尔吉斯斯坦,.353,72,2004/12/1,21,.05,.036,64,,2542,,.293
1423,1,,1,0,.411,.552,.037,,19,,,.028,,亚洲,.05,老挝,.262,65,2004/12/1,153,.04,.073,63,,,,.293
1727,1.001,,1,.32,.185,.742,.074,,,,,.008,,亚洲,,中国澳门特别行政区,1,81,2004/12/1,,.94,,76,,,,.06
167333,1,,1,.42,.308,.649,.043,,181,,,.019,,亚洲,.04,马来西亚,.657,76,2004/12/1,37,.58,.007,71,,58691,,.06
777,.999,,1,.07,.356,.599,.044,,217,,,.021,,亚洲,.06,马尔代夫,.325,75,2004/12/1,9,.39,.022,72,,250,,.13
8551,1,,1,,.299,.664,.037,,56,,,.02,,亚洲,.07,蒙古,.614,69,2004/12/1,13,.17,.039,61,,2600,,.315
12435,1.001,,1,0,.286,.666,.049,,5,,,.019,,亚洲,.02,缅甸,.285,65,2004/12/1,,0,.052,61,,14764,,.15
2769,1,,1,0,.397,.56,.043,,17,,,.029,,亚洲,.06,尼泊尔,.149,65,2004/12/1,31,.01,.049,63,,8832,,.085
131601,1,,1,.06,.388,.571,.041,,18,,,.028,,亚洲,.03,巴基斯坦,.344,66,2004/12/1,24,.03,.082,64,,73580,,.073
74066,1,,1,.05,.374,.592,.034,,35,,,.028,,亚洲,.03,菲律宾,.469,71,2004/12/1,49,.39,.028,64,,38643,,.101
28474,1,,1,.62,.196,.723,.081,,826,,,.01,,亚洲,.03,新加坡,1,82,2004/12/1,8,.91,.002,77,,30845,,.053
11965,1,,1,.01,.256,.675,.069,,44,,,.019,,亚洲,.04,斯里兰卡,.184,77,2004/12/1,48,.11,.012,70,,8798,,.095
2563,.999,,1,0,.392,.57,.037,,13,,,.029,,亚洲,.04,塔吉克斯坦,.264,69,2004/12/1,,.02,.058,62,,2346,,.203
252345,1,,1,.11,.228,.697,.075,,87,,,.013,,亚洲,.04,泰国,.363,76,2004/12/1,33,.41,.016,69,,96291,,.055
176,1,,1,,.484,.489,.027,,27,,,.038,,亚洲,.09,东帝汶,.257,64,2004/12/1,158,.03,.069,61,,58,,.155
43337,1,,1,.01,.334,.62,.046,,111,,,.023,,亚洲,.04,土库曼斯坦,.468,68,2004/12/1,,.01,.06,60,,18406,,
119306,1.001,,1,.03,.341,.613,.047,,24,,,.021,,亚洲,.05,乌兹别克斯坦,.368,71,2004/12/1,29,.02,.048,64,,50678,,
90549,1,,1,.08,.28,.654,.066,,30,,,.017,,亚洲,.06,越南,.267,79,2004/12/1,51,.06,.024,70,,38968,,.097
4166,1,,1,.02,.273,.645,.082,,148,,,.015,,欧洲,.07,阿尔巴尼亚,.457,79,2004/12/1,41,.39,.019,73,,2172,,.118
565,,,1,.27,,,,,2193,,,.011,,欧洲,.06,安道尔,.908,,2004/12/1,,.74,.003,,,,,
71866,1,,1,.54,.163,.679,.158,,3720,,,.01,,欧洲,.1,奥地利,.658,82,2004/12/1,25,.98,.004,76,,32690,,
58038,1,,1,,.16,.694,.146,,157,,,.009,,欧洲,.07,白俄罗斯,.719,75,2004/12/1,79,.23,.008,63,,26888,,.169
111282,1.001,,1,.54,.172,.656,.173,,3482,,,.011,,欧洲,.1,比利时,.973,82,2004/12/1,34,.88,.004,76,,58895,,.067
24617,1.001,,1,.16,.192,.682,.127,,236,,,.008,,欧洲,.09,波斯尼亚和黑塞哥维那,.392,78,2004/12/1,63,.36,.007,73,,4811,,.103
46787,1.001,,1,.18,.14,.688,.173,,238,,,.009,,欧洲,.07,保加利亚,.702,76,2004/12/1,32,.61,.015,69,,18833,,.089
23047,1.001,,1,.31,.162,.67,.169,,614,,,.009,,欧洲,.07,克罗地亚,.562,79,2004/12/1,29,.64,.006,72,,8831,,.117
7334,1.001,,1,.34,.205,.69,.106,,1353,,,.012,,欧洲,.06,塞浦路斯,.684,81,2004/12/1,,.65,.004,76,,2184,,.076
122709,1,,1,.36,.151,.709,.14,,771,,,.01,,欧洲,.07,捷克共和国,.737,79,2004/12/1,40,1.06,.005,73,,45511,,.06
50597,1,,1,.81,.188,.662,.15,,4387,,,.012,,欧洲,.1,丹麦,.856,80,2004/12/1,7,.96,.004,75,,19428,,
17217,1,,1,.53,.156,.678,.166,,450,,,.01,,欧洲,.05,爱沙尼亚,.689,78,2004/12/1,72,.94,.006,66,,5282,,.057
796,,,1,.67,,,,,,,,,,欧洲,,法罗群岛,.392,82,2004/12/1,,.85,,77,,,,
67091,.999,,1,.72,.175,.667,.157,,2974,,,.011,,欧洲,.08,芬兰,.828,82,2004/12/1,14,.95,.003,75,,37120,,.037
390103,1.001,,1,.39,.186,.651,.164,,3620,,,.013,,欧洲,.11,法国,.769,84,2004/12/1,7,.73,.004,77,,269777,,.066
825896,1,,1,.65,.146,.67,.184,,3524,,,.009,,欧洲,.11,德国,.733,82,2004/12/1,45,.85,.004,76,,340676,,
97150,1,,1,.21,.145,.672,.183,,1809,,,.01,,欧洲,.09,希腊,.741,82,2004/12/1,38,.85,.005,77,,29707,,
57352,1.001,,1,.28,.158,.687,.156,,828,,,.009,,欧洲,.08,匈牙利,.659,77,2004/12/1,52,.86,.008,69,,26157,,.128
2233,1,,1,.84,.223,.66,.117,,4567,,,.015,,欧洲,.1,冰岛,.929,83,2004/12/1,5,.99,.003,79,,3368,,.12
43956,1,,1,.37,.206,.683,.111,,3487,,,.015,,欧洲,.08,爱尔兰,.602,81,2004/12/1,18,.95,.005,76,,14269,,.026
,,,1,,,,,,,,,,,欧洲,,马恩岛,.519,,2004/12/1,,,,,,,,
472768,1,,1,.33,.141,.665,.194,,2549,,,.01,,欧洲,.09,意大利,.676,84,2004/12/1,13,1.08,.004,78,,181990,,.055
,,,1,,,,,,,,,.02,,欧洲,,科索沃,,71,2004/12/1,,,,66,,2005,,.148
7132,1,,1,.39,.152,.68,.168,,387,,,.009,,欧洲,.07,拉脱维亚,.679,77,2004/12/1,16,.68,.012,67,,4438,,.074
,,,1,.64,,,,,,,,.011,,欧洲,,列支敦士登,.148,85,2004/12/1,,.74,,79,,,,
13330,1,,1,.31,.173,.677,.15,,374,,,.009,,欧洲,.06,立陶宛,.666,78,2004/12/1,26,.92,.008,66,,9386,,.057
11269,1,,1,.66,.188,.668,.144,,6145,,,.012,,欧洲,.08,卢森堡,.862,82,2004/12/1,,1.04,.003,76,,4282,,
11192,1,,1,.24,.203,.687,.11,,230,,,.012,,欧洲,.09,马其顿（前南斯拉夫）,.577,77,2004/12/1,48,.47,.012,72,,2756,,.124
